Speaker 1	00:00:02:00	V1	White	(Speaker 1)  I Tyskland...
Reinfeldt	00:08:07:00	V1	White	(Reinfeldt)  han har på stort allvar. Och det tror jag alla vet att det funkar ju så i en monarki att när kungen går hem är festen slut. Det var inte alltid så att kungen gick exakt direkt när det var dags, utan han stannade gärna kvar en stund. Han lever ut, upplever jag, under de här middagarna och
Reinfeldt	00:08:07:00	V1	White	(Reinfeldt)  i de här sammanhangen. Tycker om att stå och prata med folk. Tycker om att vara socialt engagerad.
Speaker 1	00:09:47:00	V1	White	(Speaker 1)  Är det kungen eller regeringen som bestämmer vilka länder som han ska åka på statsbesök till?
Reinfeldt	00:09:53:00	V1	White	(Reinfeldt)  Det är en förhandling som sker via utrikesdepartementet. Jag var väldigt lite involverad i det. Sedan finns väl den här ordningen att man som kung egentligen gör statsbesök bara en gång i ett land. Det blir ju relevant om man har varit kung i 50 år och faktiskt har hunnit med en hel
Reinfeldt	00:09:53:00	V1	White	(Reinfeldt)  del, och sedan har en annan titulatur och ett annat upplägg, om man återkommer till samma land en andra gång.
Reinfeldt	00:10:19:00	V1	White	(Reinfeldt)  Men det är klart, och det har varit en diskussion ibland rent politiskt, att underlag och liknande tas fram av regeringskansliet som ett stöd till kungen, naturligtvis. Precis som jag vill påpeka att också statsråd som åker ut och representerar Sverige får samma typ av underlag,
Reinfeldt	00:10:19:00	V1	White	(Reinfeldt)  så här: Det här är det land de kommer till. Så här ser förutsättningarna ut. Det här är för Sverige viktiga frågor.
Reinfeldt	00:10:44:00	V1	White	(Reinfeldt)  Kungen och hela kungafamiljen har ju varit ett väldigt verksamt och viktigt stöd, inte minst för näringslivet. Det finns gott om folkvalda regenter runtom i världen, men det finns en särställning kring kungligheter, inte minst våra nordiska svenska, som ju öppnar dörrar och
Reinfeldt	00:10:44:00	V1	White	(Reinfeldt)  skapar möjligheter som jag annars inte tror skulle finnas på samma sätt. Där har kungen och hela kungafamiljen spelat stor roll för att få näringslivet att kunna komma in i olika marknader.
Speaker 1	00:11:14:00	V1	White	(Speaker 1)  Ett statsbesök som kungen kritiserades för var ju före din tid som statsminister, det var det till Brunei. För det var ett uttalande som kanske misstolkats eller så. Men då blev det bestämt att därefter skulle alltid regeringen vara representerad med ett statsråd eller två på
Speaker 1	00:11:14:00	V1	White	(Speaker 1)  statsbesöken. Är det bra att regeringen är med och reser med kungen?
Reinfeldt	00:11:36:00	V1	White	(Reinfeldt)  Jo, men det kan jag tycka. Det är lite som jag nämnde hur jag upplevde att jag stod bredvid kungen på en kungamiddag, så tror jag att vi förstår att det är så vår demokrati ser ut. Vi har en ceremoniel, vi har en regent som är del av Bernadotteätten, men vi har också folkvalda representanter
Reinfeldt	00:11:36:00	V1	White	(Reinfeldt)  för Sverige, och vi balanserar vår demokrati mellan de här storheterna. Och det kan väl anses vara också ett sätt att få utlandsresor att fungera. Jag vill bara påpeka att skälet till det är ju att världen är väldigt komplicerad. Det är väldigt många länder, det har jag också varit
Reinfeldt	00:11:36:00	V1	White	(Reinfeldt)  med om, dit vi kommer, i de auktoritära strömningar som finns i vår värld nu för tiden, där man möter allt annat än demokratiska, öppna, fria världen, och då måste någon ta på sig rollen att markera. Det är inte sällan, naturligtvis, en folkvald minister som ska göra det. Det här är
Reinfeldt	00:11:36:00	V1	White	(Reinfeldt)  saker vi tycker, det här är det vi står för. Jag är helt övertygad om att kungen naturligtvis också kan ha synpunkter, men det är ju mer lämpligt, naturligtvis, att de folkvalda representanterna kanske framför det lite kärvare budskapet. Väldigt ofta är det så att man kan ha sidomöten
Reinfeldt	00:11:36:00	V1	White	(Reinfeldt)  med representanter för det mottagande landets regering där man då kan kanske framföra lite mer obekväma fakta eller sanningar.
Speaker 1	00:12:59:00	V1	White	(Speaker 1)  Obamas besök i Sverige måste ju vara en av höjdpunkterna under din tid som statsminister. Vilken form hade det besöket, vilken officiell form, och hur kom det sig att han besökte kungen och drottningen?
Reinfeldt	00:13:14:00	V1	White	(Reinfeldt)  Jag var klar över hur ovanligt detta är. Obama är mig veterligen den enda sittande presidenten som har gjort ett fulldygnsbesök där syftet var att komma och besöka Sverige. Det är faktiskt historiskt. Det fanns en tendens att försöka göra ner det här till något mindre än vad det
Reinfeldt	00:13:14:00	V1	White	(Reinfeldt)  var. Det är helt enkelt så att Obama av olika skäl naturligtvis har påverkat sin personal och sagt att han vill göra ett besök i Sverige. Jag vet hur det här fungerar. Det är inte bara folk runtomkring. Till slut så är det också den som har högsta ansvaret som säger något. Jag hade väldigt
Reinfeldt	00:13:14:00	V1	White	(Reinfeldt)  bra kontakt med Barack Obama och det finns en stor uppskattning i USA för Sverige och förståelse för Sveriges betydelse. Jag tror att allt det här var faktorer som spelade in. Det är ganska naturligt när USAs president kommer. Han har ju, bör man notera, tre roller som vi i Sverige
Reinfeldt	00:13:14:00	V1	White	(Reinfeldt)  har delat på tre personer. Det är lite typiskt. Här kommer då världens enda supermakt och är samma person: Statschef, regeringschef och överbefälhavare, och i lilla Sverige har vi tre olika personer för detta. Så i den meningen så möter han ett par av sina motsvarigheter. Jag var
Reinfeldt	00:13:14:00	V1	White	(Reinfeldt)  värd under dagen, men det är också naturligt att han då möter statschef till statschef, så det är alltså inget konstigt.
Speaker 1	00:14:40:00	V1	White	(Speaker 1)  Hur tror du att vår kung och den svenska monarkin upplevs i andra länder?
Reinfeldt	00:14:47:00	V1	White	(Reinfeldt)  Ja, jag vet ju att det finns ett väldigt stort intresse för den svenska kungafamiljen, så som det blir när det kommer barn till världen. När vi får prinsar och prinsessor. Vår vackra drottning som under hela sin regeringstid har varit väldigt uppmärksammad. Vi ska också komma ihåg
Reinfeldt	00:14:47:00	V1	White	(Reinfeldt)  att kungafamiljen är ju, om man kan sin historia, en väldig sammanblandning av prinsar och prinsessor från olika länder, liksom ur det 1700- och 1800-tal som det här kommer. Därför så finns ju enorma kopplingar till andra länder. Familjen Bernadotte är egentligen ett utmärkt
Reinfeldt	00:14:47:00	V1	White	(Reinfeldt)  exempel på hur vi tar in en kapabel person som vi gör till Sveriges kung, som alltså inte är född i Sverige, men som blir en del av det svenskaste som finns. Och det är i sig bra, men det skapar också länkar till världen utanför och intresse.
Reinfeldt	00:15:42:00	V1	White	(Reinfeldt)  Det tycker jag mig veta att tyska tidningar, inte alltid på ett bra sätt, har ett enormt intresse för den svenska kungafamiljen. Och jag har ju också följt det enorma intresse som följer dem när de är ute och reser. Jag kan säga att de var något större intresse när de kom än när jag kom,
Reinfeldt	00:15:42:00	V1	White	(Reinfeldt)  och det kanske är jättebra att det är.
Speaker 1	00:16:05:00	V1	White	(Speaker 1)  Hur skulle du beskriva drottningens betydelse för kungen?
Reinfeldt	00:16:12:00	V1	White	(Reinfeldt)  Jag tror att hon har betytt jättemycket. Man ska komma ihåg att det var en ung kung vi fick, efter en Torekovskompromiss som säkerligen inte var alldeles enkel att få på plats. Under sent 60-tal, tidigt 70-tal fanns starka strömningar för att ifrågasätta monarkin. Den unga regenten
Reinfeldt	00:16:12:00	V1	White	(Reinfeldt)  blev väldigt mycket både en symbol och en attackyta för mycket av detta. Jag tror många av oss har sett bilder av en väldigt ung kung som fortfarande litegrann söker sin roll. In i detta kommer Silvia. Det är klart att många skulle säga att hon var med och räddade, kanske är ett stort
Reinfeldt	00:16:12:00	V1	White	(Reinfeldt)  ord, men jag har ofta hört den beskrivningen. Hon skapade en säkerhet hos kungen och skapade en trygghet hos uttrycket kring kungafamiljen. När också kungabarnen kommer till världen så förändras ju det svenska samhällets syn, upplevde jag, från att vara mer delat, mer ifrågasättande,
Reinfeldt	00:16:12:00	V1	White	(Reinfeldt)  till att få ett starkare stöd. Att det blev en symboltyngd i monarkin, som jag tror har ett bredare stöd än bara de rojalister som tilltror sig till monarkin som institution. Så hon har haft mycket stor betydelse och varit älskad och uppskattad över en mycket lång tid. Men så ska vi
Reinfeldt	00:16:12:00	V1	White	(Reinfeldt)  också komma ihåg att hon har nära nog samma regenttid som kungen, så det är en enormt lång och fantastisk gärning för Sverige som också drottningen har gjort.
Speaker 1	00:17:46:00	V1	White	(Speaker 1)  Kungen brukar ju ofta framträda i olika former av krissituationer i Sverige. Jag tänker på allt från Estonia, diskoteksbranden, tsunamin och naturkatastrofer. Är det viktigt för människor att det är kungen som pratar och inte statsministern? Och hur tycker du att han har skött
Speaker 1	00:17:46:00	V1	White	(Speaker 1)  just den delen av sitt uppdrag?
Reinfeldt	00:18:16:00	V1	White	(Reinfeldt)  Jag tror att det kan vara en poäng för många, av det enkla skälet att en politisk ledare är ju alltid vald i konkurrens med något annat. Även en populär statsminister har haft många människor som inte har röstat på honom eller henne. Så i den meningen kan ju kungen vara en samlande symbol.
Reinfeldt	00:18:16:00	V1	White	(Reinfeldt)  Jag tror att det kan vara en poäng för många, av det enkla skälet att en politisk ledare är ju alltid vald i konkurrens med något annat. Även en populär statsminister har haft många människor som inte har röstat på honom eller henne. Så i den meningen kan ju kungen vara en samlande symbol.
Reinfeldt	00:18:40:00	V1	White	(Reinfeldt)  Sedan ska man ju komma ihåg en sak, att det är en sak att vara kung, men du måste där och då på plats ändå fånga ett budskap, en känsla som gör att det bär, som gör att man når ut till befolkningen. Och då talar vi inte titel utan det är helt enkelt en mänsklig förmåga som till exempel kungen
Reinfeldt	00:18:40:00	V1	White	(Reinfeldt)  visade inte minst efter tsunamin. Jag var ju på plats där i stadshuset när han höll ett av sina kanske mest uppskattade och berömda tal, och jag kände direkt som åhörare att det här är perfekt. Han hittade orden. Han hittade en känsla. Han kunde relatera till sig själv, till sin bortgångne
Reinfeldt	00:18:40:00	V1	White	(Reinfeldt)  far, till vad saknad är för någonting. Det där hade ingenting med att göra att han är kung, utan det var helt enkelt att det fanns en förmåga. Och det tror jag att man ska vara väldigt tacksam för att den finns, och den har därmed betytt något. Det vill säga, då spelar kungen roll. Då tillför
Reinfeldt	00:18:40:00	V1	White	(Reinfeldt)  han något som statsministern inte kan tillföra, och det tycker jag är en poäng i en monarki.
Speaker 1	00:19:50:00	V1	White	(Speaker 1)  Att vara kung innebär ju också att alltid ha den här granskningen på sig som person, vilket man såklart även har som statsminister. Men jag tänker till exempel på, när du var statsminister så kom ju den här boken "Den motvillige monarken" ut. Hur reagerade du på den mediala bevakningen
Speaker 1	00:19:50:00	V1	White	(Speaker 1)  av hela den här situationen?
Reinfeldt	00:20:18:00	V1	White	(Reinfeldt)  Det är precis som du säger att en statsminister är van att bli granskad, men jag brukar säga att en statsminister i en modern demokrati kanske orkar tio år, givet det hårda tryck som finns. Vi har få undantag från den regeln, kan jag säga. De statsministrar som har suttit längre, då
Reinfeldt	00:20:18:00	V1	White	(Reinfeldt)  talar vi längre tillbaka i tiden. Då såg det helt annorlunda ut. Det fanns inga sociala medier. Det mediala trycket var obefintligt i förhållande till det vi nu ser, den verklighet som existerar. I den meningen ska man komma ihåg att den kung som har verkat i 50 år har ju därmed levt
Reinfeldt	00:20:18:00	V1	White	(Reinfeldt)  med detta mycket längre och måste naturligtvis uppleva det här med ett tidsperspektiv som egentligen ingen annan har. Det kanske man ska komma ihåg att dessutom så förutsätts ju på något sätt kungen, om du missförstår mig rätt här, inte bita tillbaka. Därför att en statsminister
Reinfeldt	00:20:18:00	V1	White	(Reinfeldt)  har det ändå i arsenalen att jag kan säga emot. Jag kan sätta en gräns. Jag är en del av ett demokratiskt medialt spel där jag också har en roll. Kungen har ju inte alls de möjligheterna. Och i den meningen så är väldigt hård kritik mot kungen svår att hantera, därför att det finns nära
Reinfeldt	00:20:18:00	V1	White	(Reinfeldt)  nog inget försvar.
Reinfeldt	00:21:38:00	V1	White	(Reinfeldt)  Det är inte bara vår kung som upplevt det. Jag har följt också queen Elizabeth, nyligen bortgången, som ju i realiteten tror jag nära nog aldrig under hela sitt liv kommenterade några mediala förlopp, men som ju också hade tunga tider med sig själv, sin familj. Jag kunde känna igen
Reinfeldt	00:21:38:00	V1	White	(Reinfeldt)  mig i detta.
Reinfeldt	00:21:57:00	V1	White	(Reinfeldt)  Det är väl också en del av detta att leva med sin tid, den moderna demokratin. Hur ska de kunna förhålla sig till väldigt allvarlig kritik? Det finns egentligen inga bra svar på det. Vi såg väl en del exempel på hur kungen bemötte detta till slut. Vad jag kan förstå har jag stor respekt
Reinfeldt	00:21:57:00	V1	White	(Reinfeldt)  för att det var ingen lätt situation.
Speaker 1	00:22:25:00	V1	White	(Speaker 1)  Du har redan berört det, men det vore kul att höra dig beskriva kungens miljöengagemang.
Reinfeldt	00:22:32:00	V1	White	(Reinfeldt)  Ja, till att börja med: Det är på riktigt, därför att kungen är en person, en människa, och liksom alla andra så fångas man av vissa saker mer än annat. I kungens fall så finns ett miljöengagemang, för övrigt också överfört på hans dotter kronprinsessan. Så det är mycket genuint.
Reinfeldt	00:22:32:00	V1	White	(Reinfeldt)  Han funderar mycket på detta. Han bryr sig mycket. Han följer miljö- och naturfrågor, funderar väldigt mycket över skogens hantering och tillväxt, hur djurhållning fungerar. Det är väldigt grundläggande frågor för hur det moderna livet ska kunna utvecklas och fungera som
Reinfeldt	00:22:32:00	V1	White	(Reinfeldt)  ju kungen förhåller sig till, och som har blivit storpolitiska frågor.
Reinfeldt	00:23:17:00	V1	White	(Reinfeldt)  Jag vet att man ibland har gått igenom alla de tal som kungen håller under öppnandet av Sveriges riksdag, då han ska säga samlande saker, men inte partipolitiska. Men en genomgående tråd, har man kunnat konstatera, är att det är övervikt åt mycket miljö, och det är ju helt enkelt
Reinfeldt	00:23:17:00	V1	White	(Reinfeldt)  för att han tycker så, och för att det är viktigt för honom. Och det märktes även i de här mötena man har på tu man hand. Det visste jag att det skedde något på miljö, djurhållning, den typen av frågor, då var det viktigt att kungen fick information om det, att vi kunde prata om det.
Speaker 1	00:24:02:00	V1	White	(Speaker 1)  En annan person som såklart är viktig för monarkin är kronprinsessan. Hon ska ju en dag bli vår nästa statschef. Hur skulle du beskriva dina intryck av henne?
Reinfeldt	00:24:15:00	V1	White	(Reinfeldt)  Ja, hon är ju rimligen en av Sveriges mest älskade personer, av det enkla skälet att hela hennes gärning, hela hennes utstrålning, utstrålar kompetens, närvaro, kunnande, seriositet, hon är påläst. Man kan ju dock notera skillnaden att vi fick en kung som blev kung i väldigt unga
Reinfeldt	00:24:15:00	V1	White	(Reinfeldt)  år. Kronprinsessan har ju ändå fått leva ett annat liv. Vi förstår alla vad hon en dag ska bli, men hon har ju trots allt inte behövt bli drottning vid 26, utan har kunnat starta familj och ha ett annat förhållande till sina uppdrag och växa in i rollen. Den skillnaden får man ju inte
Reinfeldt	00:24:15:00	V1	White	(Reinfeldt)  tappa bort. Men det är klart att hennes professionella sätt att både representera Sverige utomlands och i Sverige och hennes - det önskar jag att alla får uppleva - hennes förmåga att framföra tal både på svenska och engelska är oerhört professionell. Och nu är vi där igen: Det här
Reinfeldt	00:24:15:00	V1	White	(Reinfeldt)  är inte bara en titel, det här är helt enkelt en kompetent person.
Speaker 1	00:25:36:00	V1	White	(Speaker 1)  Du har ju varit synnerligen inblandad i hennes liv därför att du var ju den som godkände hennes giftermål med Daniel Westling. Det var viktigt att regeringen gav sitt samtycke. Berätta gärna hur det gick till när du fick den här frågan.
Reinfeldt	00:25:55:00	V1	White	(Reinfeldt)  Och här brukar det också då heta att är inte det här urtida och konstigt? Men då ska vi komma ihåg igen att vi är alltså en konstitutionell demokrati. Monarkin är underordnad och inordnad i demokratin. Och eftersom det är två principer som möts i demokratin: Meritokrati - den som
Reinfeldt	00:25:55:00	V1	White	(Reinfeldt)  vinner val får möjlighet att bilda regering och möjligen bli statsminister då, och monarkins princip, en blodsprincip, blodsband. Hur ska de komma sams? Ja, bland annat så blir det därför viktigt och inskrivet i vår grundlag att gifter sig en blivande monark så ska den demokratiska
Reinfeldt	00:25:55:00	V1	White	(Reinfeldt)  kontrollen, det vill säga regeringen, godkänna det. Det hänger alltså ihop. Det visar det demokratiska inflytandet. En del som sade att hon får ju gifta sig med vem hon vill, det är ju ofta dem som inte tar detta på så stort allvar. För oss handlar det mer om att det är ett sätt att visa
Reinfeldt	00:25:55:00	V1	White	(Reinfeldt)  seriositeten i det här, och hur Sverige fungerar. Annars får man skriva om grundlagen.
Reinfeldt	00:26:55:00	V1	White	(Reinfeldt)  Så om vi bygger ett land med lag så var det precis det vi gjorde. Jag blir uppkallad till Drottningholms slott och den som kan förhistorien vet ju att diskussionen och kunskapen om att prins Daniel fanns i kronprinsessans liv var känd. Men det var diskussioner om hur länge ett möjligt
Reinfeldt	00:26:55:00	V1	White	(Reinfeldt)  giftermål kunde vänta.
Reinfeldt	00:27:21:00	V1	White	(Reinfeldt)  Så jag minns att det var en söndag jag blev ombedd av kungen att komma ut till Drottningholm. Redan det är ovanligt. Så jag anade väl möjligen ämnet. Och vi sitter på tu man hand i ett av rummen uppe på Drottningholm där kungen berättar att kronprinsessan och Daniel vill gifta sig,
Reinfeldt	00:27:21:00	V1	White	(Reinfeldt)  och att han då efterfrågar regeringens stöd. Jag kan ju bara säga: Äntligen! För det är vad jag tror att både regeringen och svenska folkets känsla var. Äntligen får de också fria mer officiellt till varandra och att de kunde gifta sig. Men det var en väldigt speciell känsla.
Reinfeldt	00:27:58:00	V1	White	(Reinfeldt)  Eftersom vi inte byter kung och drottning så ofta så förstår man att det här är en historisk stund. Det kände jag verkligen när vi satt, jag och kungen, och pratade om detta. Och sedan går det till så att jag ringde rättschef, det är det demokratiska system vi har, och vi förberedde
Reinfeldt	00:27:58:00	V1	White	(Reinfeldt)  då ett godkännande samtycke. Det var ingen stor diskussion om jag säger så. Vi var jätteglada att kunna göra det. Det är så det fungerar.
Speaker 1	00:28:26:00	V1	White	(Speaker 1)  Om du tittar tillbaka på bröllopet 2010, vad tänker du då?
Reinfeldt	00:28:31:00	V1	White	(Reinfeldt)  Nämen, det var bara lyckokänslor! Stockholm från sin bästa sida, en oerhört vacker inramning, och också hur man valde att åka över vattnet och också röra sig ute i Stockholm under hela bröllopstiden, på ett sätt som ju ofta kungafamiljen har gjort. Det vill säga, det här är något
Reinfeldt	00:28:31:00	V1	White	(Reinfeldt)  som händer som engagerar hela Sverige. Och det blev ju väldigt tydligt. Även där, eftersom jag var med under själva middagen och liknande, även apropå att det är inte bara en titel, så kom ju då prins Daniels tal till kronprinsessan. Det där är också en människa som helt enkelt växer
Reinfeldt	00:28:31:00	V1	White	(Reinfeldt)  in i en situation, i en roll, och som håller ett tal som är fantastiskt. Det satte sig oerhört starkt och det beror också på kompetens. Ingenting som kommer bara av sig självt. Så jag tyckte att hela dagen var fantastisk. Jag har kvar den här boken om hela bröllopet, så det är väldigt
Reinfeldt	00:28:31:00	V1	White	(Reinfeldt)  roligt att få ha varit en del av det.
Speaker 1	00:29:47:00	V1	White	(Speaker 1)  Regeringen gav ju kronprinsessan och prins Daniel en mycket speciell gåva, nämligen i form av dispositionsrätt till Haga slott, som hade använts av regeringen genom åren, som representationslokal, kan man säga. Slottet är ju också där kungen är född 1946. Hur kom det sig att
Speaker 1	00:29:47:00	V1	White	(Speaker 1)  ni att ni gjorde det här?
Reinfeldt	00:30:13:00	V1	White	(Reinfeldt)  Som jag tror alla vet så bor ju inte kungafamiljen på Stockholms slott. Jag har sett otaliga beskrivningar av hur kallt och dragigt det har varit, inte minst för utlandsfödda drottningar, att komma till detta slott. Utan de flyttade ut till Drottningholm, och det blev ganska känt
